iso3,sex,age,notes,inc,lo,hi,untreated,untreated.sd,hiv,hiv.sd,propm,propm.sd,cfr,cfr.sd,propmp,propmp.sd,cfrp,cfrp.sd,TBM.hn.treated,TBM.hn.untreated,TBM.hp.treated,TBM.hp.untreated,untreated.hn.sd,untreated.hp.sd,TBM.hn.treated.sd,TBM.hn.untreated.sd,TBM.hp.treated.sd,TBM.hp.untreated.sd,TBMdeaths.hn.treated,TBMdeaths.hn.untreated,TBMdeaths.hn.treated.sd,TBMdeaths.hn.untreated.sd,TBMdeaths.hp.treated,TBMdeaths.hp.untreated,TBMdeaths.hp.treated.sd,TBMdeaths.hp.untreated.sd,g_whoregion,TBM.hn.untreated2,TBM.hp.untreated2,TBM.hn.untreated3,TBM.hp.untreated3,TBM.hn.untreated2.sd,TBM.hp.untreated2.sd,TBMdeaths.hn.untreated2,TBMdeaths.hp.untreated2,TBMdeaths.hn.untreated3,TBMdeaths.hp.untreated3,TBMdeaths.hn.untreated2.sd,TBMdeaths.hp.untreated2.sd,TBM.hn.untreated3.sd,TBM.hp.untreated3.sd,TBMdeaths.hn.untreated3.sd,TBMdeaths.hp.untreated3.sd
AFG,M,65+,2451,4100,0,10000,1649,2551.02040816327,0.0046,0.00163265306122449,0.0169960092541235,0.00352218591699082,0.351274904076243,0.0135616419671358,0.0359317967862576,0.025668075430585,1,0.132659562013683,41.4655954759202,27.8974977314534,0.40511663604634,0.272557051342478,2539.28714149426,12.0395690533516,8.59343558525777,43.5432589526959,62.9124528803638,0.474399375238298,14.5658230732682,27.8974977314534,3.07059045233276,43.5432589526959,0.40511663604634,0.272557051342478,62.9124758350088,0.474399375238298,EMR,13.9487488657267,0.136278525671239,55.7949954629068,0.545114102684957,21.771629476348,0.237199687619149,13.9487488657267,0.136278525671239,55.7949954629068,0.545114102684957,21.771629476348,0.237199687619149,87.0865179053919,0.948798750476596,87.0865179053919,0.948798750476596
ALB,F,15-24,21,24,13,35,3,5.61224489795918,0.016,0.00403061224489796,0.0159101897261297,0.00336815409229812,0.0665756399305238,0.0124063327029266,0.061849178102523,0.0230088668946282,0.402040926441988,0.0450033907947649,0.328768160500744,0.0469668800715349,0.0207813238424477,0.0029687605489211,5.52246221759013,0.0906063986209237,0.0696125634617,0.0884242045612874,0.483186204787192,0.00571172493937588,0.0218879506741182,0.0469668800715349,0.00617375632555976,0.0884242045612874,0.00835494269030866,0.0029687605489211,0.194262880645196,0.00571172493937588,EUR,0.0234834400357674,0.00148438027446055,0.0939337601430697,0.00593752109784221,0.0442121022806437,0.00285586246968794,0.0234834400357674,0.00148438027446055,0.0939337601430697,0.00593752109784221,0.0442121022806437,0.00285586246968794,0.176848409122575,0.0114234498787518,0.176848409122575,0.0114234498787518
ALB,F,25-34,18,21,11,30,3,4.8469387755102,0.016,0.00403061224489796,0.014996422070814,0.00335008231708421,0.103605183848856,0.0123666486683492,0.0681370359631587,0.0225046534935618,0.500980557124196,0.0511921002628497,0.265616627718258,0.0442694379530429,0.0196234663573897,0.00327057772623162,4.76940308330434,0.0784880454716886,0.0593466320787203,0.0722044391695591,0.405083762884112,0.00545594853989521,0.0275192595480632,0.0442694379530429,0.00697103588254795,0.0722044391695591,0.00983097510843301,0.00327057772623162,0.202941575542865,0.00545594853989521,EUR,0.0221347189765215,0.00163528886311581,0.0885388759060859,0.00654115545246324,0.0361022195847796,0.00272797426994761,0.0221347189765215,0.00163528886311581,0.0885388759060859,0.00654115545246324,0.0361022195847796,0.00272797426994761,0.144408878339118,0.0109118970797904,0.144408878339118,0.0109118970797904
ALB,F,35-44,10,12,6,17,2,2.80612244897959,0.016,0.00403061224489796,0.0180926482735249,0.00337597222545753,0.136697875615532,0.012414166090121,0.0659625922130758,0.0224497110960428,0.52099069335459,0.0547808451718236,0.178031659011485,0.035606331802297,0.0105540147540921,0.00211080295081843,2.76123625689455,0.045615897219431,0.0332275700160613,0.050397926362736,0.224497110960428,0.00309351292407807,0.0243365495791788,0.035606331802297,0.00505129945695547,0.050397926362736,0.00549854346440903,0.00211080295081843,0.116962334453428,0.00309351292407807,EUR,0.0178031659011485,0.00105540147540921,0.071212663604594,0.00422160590163685,0.025198963181368,0.00154675646203903,0.0178031659011485,0.00105540147540921,0.071212663604594,0.00422160590163685,0.025198963181368,0.00154675646203903,0.100795852725472,0.00618702584815614,0.100795852725472,0.00618702584815614
ALB,F,45-54,15,17,9,25,2,4.08163265306122,0.016,0.00403061224489796,0.0166385609367796,0.00336755839795547,0.185829045634655,0.012768903400215,0.0576026666866364,0.0225553393942318,0.52175562343224,0.0649713552836343,0.245585159426867,0.0327446879235822,0.0138246400047927,0.00184328533397236,4.01633462050164,0.0658017702618706,0.0497153403682113,0.067153852422031,0.338330090913477,0.00385846636587235,0.0456368557983293,0.0327446879235822,0.00975625234676986,0.067153852422031,0.00721308366442692,0.00184328533397236,0.176527912640615,0.00385846636587235,EUR,0.0163723439617911,0.000921642666986182,0.0654893758471645,0.00368657066794473,0.0335769262110155,0.00192923318293618,0.0163723439617911,0.000921642666986182,0.0654893758471645,0.00368657066794473,0.0335769262110155,0.00192923318293618,0.134307704844062,0.00771693273174471,0.134307704844062,0.00771693273174471
ALB,F,55-64,19,22,12,32,3,5.10204081632653,0.016,0.00403061224489796,0.0173749679840095,0.00337586157275103,0.219047784419007,0.0130169711095406,0.0579774904904238,0.023269532590215,0.822184739680894,0.0874586033506401,0.324842401429042,0.0512909054887961,0.0176251571090888,0.00278291954354034,5.02042272505977,0.0825233455540475,0.0631291324094993,0.0877970947421496,0.442121119214085,0.00491314116526463,0.0711560083183812,0.0512909054887961,0.014460349082688,0.0877970947421496,0.0144911352095711,0.00278291954354034,0.363508505657636,0.00491314116526463,EUR,0.025645452744398,0.00139145977177017,0.102581810977592,0.00556583908708068,0.0438985473710748,0.00245657058263231,0.025645452744398,0.00139145977177017,0.102581810977592,0.00556583908708068,0.0438985473710748,0.00245657058263231,0.175594189484299,0.00982628233052926,0.175594189484299,0.00982628233052926
ALB,F,65+,33,38,21,55,5,8.6734693877551,0.016,0.00403061224489796,0.0183985941258001,0.00342644188804521,0.339795476019764,0.0135431220852337,0.0480905802109346,0.0243104237575519,1,0.139162605735828,0.597439148452981,0.0905210830989365,0.0253918263513735,0.00384724641687477,8.53471767133416,0.140231195206777,0.111290330404957,0.157929140023744,0.802243983999213,0.00701863313989126,0.203007119841423,0.0905210830989365,0.0386718697725594,0.157929140023744,0.0253918263513735,0.00384724641687477,0.80225176605629,0.00701863313989126,EUR,0.0452605415494683,0.00192362320843738,0.181042166197873,0.00769449283374954,0.0789645700118718,0.00350931656994563,0.0452605415494683,0.00192362320843738,0.181042166197873,0.00769449283374954,0.0789645700118718,0.00350931656994563,0.315858280047487,0.0140372662797825,0.315858280047487,0.0140372662797825
ALB,M,15-24,60,69,38,100,9,15.8163265306122,0.016,0.00403061224489796,0.0145076048544532,0.00347061107666213,0.078055067987003,0.0124404346980826,0.049690394677846,0.0242803409685763,0.531145307085716,0.0514654440498722,0.856528990606917,0.128479348591038,0.0477027788907322,0.00715541683360982,15.5633075823038,0.25564799232703,0.204934912566381,0.227868703382538,1.45682045811458,0.0131756270525567,0.066856428594662,0.128479348591038,0.0192203108476888,0.227868703382538,0.0253371071427599,0.00715541683360982,0.773787244243153,0.0131756270525567,EUR,0.0642396742955188,0.00357770841680491,0.256958697182075,0.0143108336672196,0.113934351691269,0.00658781352627837,0.0642396742955188,0.00357770841680491,0.256958697182075,0.0143108336672196,0.113934351691269,0.00658781352627837,0.455737406765076,0.0263512541051135,0.455737406765076,0.0263512541051135
ALB,M,25-34,65,75,41,110,10,17.6020408163265,0.016,0.00403061224489796,0.0135938371991375,0.00345439034156893,0.115084611905335,0.0122976097554049,0.0559782525384817,0.0238085614718189,0.526721641569678,0.0296730105370962,0.869461827256835,0.133763358039513,0.058217382640021,0.00895652040615707,17.3204550611586,0.284502257947413,0.220971508422041,0.237892381793202,1.54755649566823,0.0163751897491299,0.100061676956356,0.133763358039513,0.0275868012543985,0.237892381793202,0.0306643553520419,0.00895652040615707,0.815133328323065,0.0163751897491299,EUR,0.0668816790197565,0.00447826020307854,0.267526716079026,0.0179130408123141,0.118946190896601,0.00818759487456493,0.0668816790197565,0.00447826020307854,0.267526716079026,0.0179130408123141,0.118946190896601,0.00818759487456493,0.475784763586405,0.0327503794982597,0.475784763586405,0.0327503794982597
ALB,M,35-44,27,31,17,45,4,7.14285714285714,0.016,0.00403061224489796,0.0166900634018484,0.0034764269323307,0.148177303672012,0.0123722593680627,0.0538038087883988,0.0237404490144475,0.497643523302301,0.044363981708375,0.443421604460308,0.0656920895496753,0.0232432453965883,0.00344344376245752,7.02858991974149,0.115417320411173,0.092379568276661,0.118102947043294,0.640992123390083,0.00639306607263049,0.0657050177388459,0.0656920895496753,0.0147470043702305,0.118102947043294,0.0115668505321382,0.00344344376245752,0.318987245373503,0.00639306607263049,EUR,0.0328460447748377,0.00172172188122876,0.131384179099351,0.00688688752491505,0.0590514735216469,0.00319653303631524,0.0328460447748377,0.00172172188122876,0.131384179099351,0.00688688752491505,0.0590514735216469,0.00319653303631524,0.236205894086588,0.012786132145261,0.236205894086588,0.012786132145261
